N,Size,Grdy,It,Bt1,Bt2,Bt3,Tht
0,8,216000,278200,224900,183000,175400,668400
0,8,218000,280200,225300,183500,175800,914500
0,8,219600,281800,225500,184000,176200,1248400
0,8,221000,283400,225800,184400,176600,1473300
0,8,222300,285000,226100,184800,177000,1722400
0,8,223900,286700,226400,186900,177700,2034700
0,8,225300,288400,226700,187300,178100,2266400
0,8,226600,290000,226900,187600,178400,2511400
